playerShort,player,club,leagueCountry,birthday,height,weight,position,skin_colour,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,english,german,french,spanish,birthYear
mathieu-bodmer,Mathieu Bodmer,Paris Saint-Germain,France,22.11.1982,188.0,76.0,Defensive Midfielder,0.125,370,172,108,90,40,43,0,1,0,0,1,0,1982
mathieu-coutadeur,Mathieu Coutadeur,FC Lorient,France,20.06.1986,174.0,66.0,Defensive Midfielder,0.0,196,61,61,74,11,14,1,0,0,0,1,0,1986
matija-nastasic,Matija Nastasić,Manchester City,England,28.03.1993,187.0,79.0,Center Back,0.125,99,52,23,24,4,16,0,0,1,0,0,0,1993
mats-hummels,Mats Hummels,Borussia Dortmund,Germany,16.12.1988,192.0,90.0,Center Back,0.25,319,181,74,64,32,36,0,1,0,1,0,0,1988
matthew-briggs,Matthew Briggs,Fulham FC,England,09.03.1991,188.0,84.0,Left Fullback,0.5,59,22,13,24,3,7,0,0,1,0,0,0,1991
matthew-etherington,Matthew Etherington,Stoke City,England,14.08.1981,178.0,67.0,Left Midfielder,0.125,414,163,100,151,35,29,1,1,1,0,0,0,1981
matthew-taylor,Matthew Taylor,West Ham United,England,27.11.1981,178.0,73.0,Left Midfielder,0.25,435,159,101,175,54,41,0,1,1,0,0,0,1981
matthew-upson,Matthew Upson,Stoke City,England,18.04.1979,185.0,72.0,Center Back,0.125,449,181,110,158,18,46,0,2,1,0,0,0,1979
matthias-ginter,Matthias Ginter,SC Freiburg,Germany,19.01.1994,188.0,85.0,Center Back,0.0,133,61,32,40,27,11,0,0,0,1,0,0,1994
matthias-jaissle,Matthias Jaissle,1899 Hoffenheim,Germany,05.04.1988,186.0,83.0,Center Back,0.25,76,40,17,19,3,10,0,0,0,1,0,0,1988
matthias-ostrzolek,Matthias Ostrzolek,FC Augsburg,Germany,05.06.1990,178.0,71.0,Left Fullback,0.0,157,71,34,52,1,25,2,0,0,1,0,0,1990
matthieu-chalme,Matthieu Chalmé,Girondins Bordeaux,France,07.10.1980,179.0,75.0,Right Fullback,0.25,326,147,89,90,4,73,3,4,0,0,1,0,1980
matthieu-delpierre,Matthieu Delpierre,1899 Hoffenheim,Germany,26.04.1981,193.0,86.0,Center Back,0.25,346,143,86,117,9,58,3,3,0,1,0,0,1981
matthieu-valbuena,Matthieu Valbuena,Olympique Marseille,France,28.09.1984,167.0,58.0,Right Midfielder,0.0,333,156,83,94,37,35,0,0,0,0,1,0,1984
maurice-edu,Maurice Edu,Stoke City,England,18.04.1986,183.0,85.0,Defensive Midfielder,0.875,216,110,48,58,19,37,2,1,1,0,0,0,1986
max-gruen,Max Grün,SpVgg Greuther Fürth,Germany,05.04.1987,190.0,86.0,Goalkeeper,0.0,116,50,32,34,0,1,0,1,0,1,0,0,1987
max-kruse,Max Kruse,SC Freiburg,Germany,19.03.1988,180.0,82.0,Center Forward,0.25,258,116,46,96,57,18,0,0,0,1,0,0,1988
maxim-choupo-moting,Maxim Choupo-Moting,1. FSV Mainz 05,Germany,23.03.1989,190.0,84.0,Center Forward,0.625,196,73,49,74,39,7,0,0,0,1,0,0,1989
maxime-gonalons,Maxime Gonalons,Olympique Lyon,France,10.03.1989,186.0,76.0,Defensive Midfielder,0.125,192,96,43,53,9,42,3,0,0,0,1,0,1989
maximilian-arnold,Maximilian Arnold,VfL Wolfsburg,Germany,27.05.1994,183.0,74.0,Attacking Midfielder,0.0,104,64,22,18,33,16,0,1,0,1,0,0,1994
maximilian-beister,Maximilian Beister,Hamburger SV,Germany,06.09.1990,180.0,81.0,Right Midfielder,0.0,178,85,43,50,60,30,1,1,0,1,0,0,1990
maxwell, Maxwell,Paris Saint-Germain,France,27.08.1981,175.0,73.0,Left Fullback,0.25,426,293,82,51,20,26,0,0,0,0,1,0,1981
maynor-figueroa,Maynor Figueroa,Wigan Athletic,England,02.05.1983,180.0,85.0,Left Fullback,0.875,316,105,78,133,9,48,1,2,1,0,0,0,1983
medhi-lacen,Medhi Lacen,Getafe CF,Spain,15.03.1984,178.0,71.0,Defensive Midfielder,0.25,226,71,56,99,5,40,2,1,0,0,0,1,1984
medhi-zeffane,Medhi Zeffane,Olympique Lyon,France,19.05.1992,175.0,68.0,Right Fullback,0.5,14,8,5,1,0,1,0,0,0,0,1,0,1992
mehmet-ekici,Mehmet Ekici,Werder Bremen,Germany,25.03.1990,180.0,79.0,Attacking Midfielder,0.25,171,67,47,57,31,26,0,0,0,1,0,0,1990
mensur-mujdza,Mensur Mujdža,SC Freiburg,Germany,28.03.1984,185.0,77.0,Right Fullback,0.25,143,63,24,56,2,30,0,0,0,1,0,0,1984
mergim-mavraj,Mergim Mavraj,SpVgg Greuther Fürth,Germany,09.06.1986,189.0,84.0,Center Back,0.0,239,88,67,84,8,45,5,0,0,1,0,0,1986
mesut-oezil,Mesut Özil,Real Madrid,Spain,15.10.1988,183.0,76.0,Attacking Midfielder,0.125,418,260,82,76,76,28,0,3,0,0,0,1,1988
mevluet-erdinc,Mevlüt Erdinç,Stade Rennes,France,25.02.1987,179.0,69.0,Center Forward,0.0,276,100,78,98,79,17,0,1,0,0,1,0,1987
micah-richards,Micah Richards,Manchester City,England,24.06.1988,180.0,83.0,Right Fullback,1.0,271,137,46,88,12,35,0,0,1,0,0,0,1988
michael-carrick,Michael Carrick,Manchester United,England,28.07.1981,186.0,74.0,Center Midfielder,0.0,611,338,126,147,29,46,1,0,1,0,0,0,1981
michael-dawson,Michael Dawson,Tottenham Hotspur,England,18.11.1983,188.0,76.0,Center Back,0.125,415,194,108,113,17,68,1,4,1,0,0,0,1983
michael-essien,Michael Essien,Real Madrid,Spain,03.12.1982,177.0,85.0,Defensive Midfielder,1.0,495,294,100,101,59,89,5,2,0,0,0,1,1982
michael-krohn-dehli,Michael Krohn-Dehli,Celta Vigo,Spain,06.06.1983,170.0,70.0,Attacking Midfielder,0.25,312,125,73,114,39,29,1,1,0,0,0,1,1983
michael-mancienne,Michael Mancienne,Hamburger SV,Germany,08.01.1988,184.0,74.0,Center Back,0.625,200,71,52,77,0,25,0,1,0,1,0,0,1988
michael-owen,Michael Owen,Stoke City,England,14.12.1979,173.0,70.0,Center Forward,0.125,531,262,128,141,244,13,1,0,1,0,0,0,1979
michael-rensing,Michael Rensing,Bayer Leverkusen,Germany,14.05.1984,190.0,92.0,Goalkeeper,0.25,271,129,65,77,0,19,0,0,0,1,0,0,1984
michael-schulze,Michael Schulze,VfL Wolfsburg,Germany,13.01.1989,185.0,78.0,Right Fullback,0.0,155,71,38,46,9,17,1,0,0,1,0,0,1989
michael-tonge,Michael Tonge,Leeds United,England,07.04.1983,183.0,77.0,Left Midfielder,0.125,389,165,89,135,29,51,0,0,1,0,0,0,1983
michael-turner,Michael Turner,Norwich City,England,09.11.1983,193.0,79.0,Center Back,0.0,283,89,80,114,17,42,1,1,1,0,0,0,1983
michal-kadlec,Michal Kadlec,Bayer Leverkusen,Germany,13.12.1984,184.0,76.0,Left Fullback,0.0,249,114,64,71,27,32,1,1,0,1,0,0,1984
michel-bastos, Michel Bastos,Olympique Lyon,France,02.08.1983,177.0,71.0,Left Midfielder,0.625,297,127,87,83,65,27,1,0,0,0,1,0,1983
michel_10, Míchel,Getafe CF,Spain,08.11.1985,183.0,72.0,Defensive Midfielder,0.125,130,48,24,58,1,42,1,3,0,0,0,1,1985
michel_15, Míchel,Levante UD,Spain,29.07.1988,180.0,73.0,Center Midfielder,0.25,134,60,34,40,20,26,1,1,0,0,0,1,1988
mickaeel-tavares,Mickäel Tavares,Fulham FC,England,25.10.1982,186.0,76.0,Defensive Midfielder,0.75,86,33,19,34,2,8,0,0,1,0,0,0,1982
mickael-landreau,Mickaël Landreau,Lille OSC,France,14.05.1979,184.0,80.0,Goalkeeper,0.125,703,299,192,212,0,13,0,1,0,0,1,0,1979
miguel-flano, Miguel Flaño,CA Osasuna,Spain,19.08.1984,177.0,72.0,Center Back,0.25,231,75,61,95,9,46,1,3,0,0,0,1,1984
miguel-torres, Miguel Torres,Getafe CF,Spain,28.01.1986,184.0,76.0,Left Fullback,0.25,202,96,37,69,1,41,2,1,0,0,0,1,1986
mike-frantz,Mike Frantz,1. FC Nürnberg,Germany,14.10.1986,180.0,79.0,Left Midfielder,0.125,195,66,51,78,30,16,1,1,0,1,0,0,1986
mike-hanke,Mike Hanke,Bor. Mönchengladbach,Germany,05.11.1983,185.0,85.0,Center Forward,0.0,379,149,95,135,92,17,1,2,0,1,0,0,1983
mike-pollitt,Mike Pollitt,Wigan Athletic,England,29.02.1972,193.0,93.0,Goalkeeper,0.25,205,55,50,100,0,5,0,3,1,0,0,0,1972
mikel-arteta, Mikel Arteta,Arsenal FC,England,26.03.1982,176.0,69.0,Attacking Midfielder,0.0,427,216,99,112,64,66,2,3,1,0,0,0,1982
mikel-gonzalez, Mikel González,Real Sociedad,Spain,24.09.1985,190.0,79.0,Center Back,0.125,216,85,61,70,6,52,4,1,0,0,0,1,1985
mikel-rico, Mikel Rico,Granada CF,Spain,04.11.1984,178.0,75.0,Defensive Midfielder,0.375,201,73,54,74,19,33,1,0,0,0,0,1,1984
milan-badelj,Milan Badelj,Hamburger SV,Germany,25.02.1989,186.0,76.0,Center Midfielder,0.0,247,135,48,64,33,33,0,0,0,1,0,0,1989
milan-bisevac,Milan Biševac,Olympique Lyon,France,31.08.1983,185.0,81.0,Center Back,0.25,282,110,86,86,7,49,2,2,0,0,1,0,1983
milan-petrzela,Milan Petržela,FC Augsburg,Germany,19.06.1983,175.0,65.0,Right Midfielder,0.0,194,98,52,44,30,31,0,1,0,1,0,0,1983
milorad-pekovic,Milorad Peković,SpVgg Greuther Fürth,Germany,05.08.1977,189.0,88.0,Defensive Midfielder,0.125,377,143,106,128,17,135,6,2,0,1,0,0,1977
miranda_2, Miranda,Atlético Madrid,Spain,07.09.1984,186.0,76.0,Center Back,0.5,326,183,76,67,16,68,4,2,0,0,0,1,1984
mitchell-langerak,Mitchell Langerak,Borussia Dortmund,Germany,22.08.1988,192.0,81.0,Goalkeeper,0.0,60,35,10,15,0,3,0,1,0,1,0,0,1988
mladen-petric,Mladen Petrić,Fulham FC,England,01.01.1981,185.0,81.0,Center Forward,0.0,365,172,84,109,147,21,0,1,1,0,0,0,1981
modibo-maiga,Modibo Maïga,West Ham United,England,03.09.1987,185.0,76.0,Left Winger,0.875,217,64,51,102,50,25,1,2,1,0,0,0,1987
mohamed-amsif,Mohamed Amsif,FC Augsburg,Germany,07.02.1989,187.0,89.0,Goalkeeper,0.5,61,14,18,29,0,6,0,0,0,1,0,0,1989
mohamed-sissoko,Mohamed Sissoko,Paris Saint-Germain,France,22.01.1985,191.0,81.0,Defensive Midfielder,1.0,319,179,63,77,9,82,6,1,0,0,1,0,1985
mohammed-abdellaoue,Mohammed Abdellaoue,Hannover 96,Germany,23.10.1985,182.0,82.0,Center Forward,0.25,223,83,44,96,74,8,0,0,0,1,0,0,1985
moises_2, Moisés,Granada CF,Spain,20.02.1981,185.0,85.0,Defensive Midfielder,0.25,215,84,59,72,7,64,4,1,0,0,0,1,1981
momar-bangoura,Momar Bangoura,Olympique Marseille,France,24.02.1994,176.0,65.0,Defensive Midfielder,0.875,2,0,0,2,0,0,0,0,0,0,1,0,1994
morata, Morata,Real Madrid,Spain,23.10.1992,190.0,82.0,Center Forward,0.5,83,64,11,8,40,14,0,0,0,0,0,1,1992
morgan-amalfitano,Morgan Amalfitano,Olympique Marseille,France,20.03.1985,176.0,68.0,Right Midfielder,0.25,250,85,79,86,20,50,0,1,0,0,1,0,1985
moritz-leitner,Moritz Leitner,Borussia Dortmund,Germany,08.12.1992,176.0,66.0,Attacking Midfielder,0.25,138,72,32,34,9,15,1,1,0,1,0,0,1992
mouhamadou-dabo,Mouhamadou Dabo,Olympique Lyon,France,28.11.1986,176.0,65.0,Left Fullback,1.0,233,102,56,75,2,31,1,3,0,0,1,0,1986
moussa-dembele,Moussa Dembélé,Tottenham Hotspur,England,16.07.1987,177.0,64.0,Center Midfielder,0.5,415,188,94,133,57,34,0,3,1,0,0,0,1987
moussa-sissoko,Moussa Sissoko,Toulouse FC,France,16.08.1989,187.0,83.0,Attacking Midfielder,1.0,277,103,73,101,27,39,1,0,0,0,1,0,1989
movilla, Movilla,Real Zaragoza,Spain,08.02.1975,171.0,70.0,Defensive Midfielder,0.25,439,165,114,160,13,70,1,2,0,0,0,1,1975
moya, Moyá,Getafe CF,Spain,02.04.1984,189.0,82.0,Goalkeeper,0.125,219,78,55,86,0,11,0,2,0,0,0,1,1984
muniain, Muniain,Athletic Bilbao,Spain,19.12.1992,169.0,63.0,Right Winger,0.0,242,116,50,76,36,38,0,1,0,0,0,1,1992
mustafa-amini,Mustafa Amini,Borussia Dortmund,Germany,20.04.1993,175.0,73.0,Center Midfielder,0.25,77,33,22,22,5,12,0,0,0,1,0,0,1993
nabil-el-zhar,Nabil El Zhar,Levante UD,Spain,27.08.1986,168.0,67.0,Right Winger,0.75,160,61,37,62,14,24,0,0,0,0,0,1,1986
nacho_3, Nacho,Real Betis,Spain,24.06.1980,175.0,70.0,Left Midfielder,0.25,308,116,75,117,13,58,2,0,0,0,0,1,1980
nacho_9, Nacho,Real Madrid,Spain,18.01.1990,179.0,75.0,Center Back,0.0,57,36,11,10,0,11,0,0,0,0,0,1,1990
naldo_2, Naldo,VfL Wolfsburg,Germany,10.09.1982,198.0,89.0,Center Back,0.625,331,167,71,93,46,46,0,2,0,1,0,0,1982
nando-rafael, Nando Rafael,Fortuna Düsseldorf,Germany,10.01.1984,180.0,82.0,Center Forward,1.0,248,109,57,82,66,43,1,1,0,1,0,0,1984
nani, Nani,Manchester United,England,17.11.1986,175.0,66.0,Right Winger,0.5,343,214,64,65,61,27,0,3,1,0,0,0,1986
nano, Nano,CA Osasuna,Spain,20.04.1982,186.0,80.0,Left Fullback,0.375,192,71,42,79,19,31,1,3,0,0,0,1,1982
natxo-insa, Natxo Insa,Celta Vigo,Spain,09.06.1986,177.0,70.0,Attacking Midfielder,0.5,162,58,36,68,7,39,0,1,0,0,0,1,1986
nedum-onuoha,Nedum Onuoha,Queens Park Rangers,England,12.11.1986,183.0,78.0,Center Back,0.875,229,96,57,76,11,8,0,1,1,0,0,0,1986
nelson-oliveira_2, Nélson Oliveira,Deportivo La Coruña,Spain,08.08.1991,184.0,75.0,Center Forward,0.375,135,43,40,52,25,20,1,1,0,0,0,1,1991
nelson-valdez,Nelson Valdez,Valencia CF,Spain,28.11.1983,178.0,73.0,Center Forward,0.25,461,209,107,145,113,75,1,2,0,0,0,1,1983
nelson_4, Nélson,Real Betis,Spain,10.06.1983,171.0,65.0,Right Fullback,0.5,213,84,59,70,4,22,1,2,0,0,0,1,1983
nemanja-pejcinovic,Nemanja Pejčinović,OGC Nice,France,04.11.1987,185.0,84.0,Center Back,0.25,132,44,34,54,7,18,0,1,0,0,1,0,1987
nemanja-vidic,Nemanja Vidić,Manchester United,England,21.10.1981,188.0,82.0,Center Back,0.0,367,237,64,66,26,71,5,4,1,0,0,0,1981
nene_2, Nenê,Paris Saint-Germain,France,19.07.1981,181.0,70.0,Left Midfielder,0.25,335,132,86,117,90,41,1,1,0,0,1,0,1981
neven-subotic,Neven Subotić,Borussia Dortmund,Germany,10.12.1988,193.0,88.0,Center Back,0.125,300,169,66,65,24,32,1,1,0,1,0,0,1988
nicki-bille-nielsen,Nicki Bille Nielsen,Rayo Vallecano,Spain,07.02.1988,183.0,75.0,Center Forward,0.0,180,69,31,80,37,31,1,0,0,0,0,1,1988
nicky-shorey,Nicky Shorey,Reading FC,England,19.02.1981,175.0,67.0,Left Fullback,0.0,433,183,103,147,14,25,0,2,1,0,0,0,1981
niclas-fuellkrug,Niclas Füllkrug,Werder Bremen,Germany,09.02.1993,188.0,78.0,Center Forward,0.125,106,38,24,44,36,4,0,0,0,1,0,0,1993
nico-yennaris,Nico Yennaris,Arsenal FC (R),England,24.05.1993,174.0,65.0,Defensive Midfielder,0.25,14,6,5,3,0,1,0,0,1,0,0,0,1993
nicolai-mueller,Nicolai Müller,1. FSV Mainz 05,Germany,25.09.1987,173.0,66.0,Left Winger,0.0,250,101,66,83,59,43,0,0,0,1,0,0,1987
nicolas-douchez,Nicolas Douchez,Paris Saint-Germain,France,22.04.1980,185.0,77.0,Goalkeeper,0.25,228,83,69,76,0,4,0,2,0,0,1,0,1980
nicolas-fauvergue,Nicolas Fauvergue,Stade Reims,France,13.10.1984,191.0,81.0,Center Forward,0.25,254,89,92,73,56,49,0,0,0,0,1,0,1984
nicolas-maurice-belay,Nicolas Maurice-Belay,Girondins Bordeaux,France,19.04.1985,182.0,76.0,Left Winger,0.75,287,101,84,102,11,25,2,0,0,0,1,0,1985
nicolas-nkoulou,Nicolas N'Koulou,Olympique Marseille,France,27.03.1990,180.0,77.0,Center Back,0.75,239,93,67,79,3,32,0,1,0,0,1,0,1990
nicolas-penneteau,Nicolas Penneteau,Valenciennes FC,France,20.02.1981,185.0,78.0,Goalkeeper,0.125,408,116,116,176,0,12,0,4,0,0,1,0,1981
nikica-jelavic,Nikica Jelavić,Everton FC,England,27.08.1985,186.0,84.0,Center Forward,0.0,282,144,71,67,109,32,1,0,1,0,0,0,1985
nikita-rukavytsya,Nikita Rukavytsya,1. FSV Mainz 05,Germany,22.06.1987,183.0,74.0,Left Winger,0.25,168,62,46,60,31,3,0,0,0,1,0,0,1987
niklas-dams,Niklas Dams,Bor. Mönchengladbach,Germany,28.05.1990,185.0,77.0,Center Back,0.125,145,71,33,41,10,6,0,0,0,1,0,0,1990
niklas-lomb,Niklas Lomb,Bayer Leverkusen,Germany,28.07.1993,188.0,84.0,Goalkeeper,0.0,87,41,21,25,0,1,0,0,0,1,0,0,1993
niko-bungert,Niko Bungert,1. FSV Mainz 05,Germany,24.10.1986,188.0,75.0,Center Back,0.125,206,90,49,67,11,26,1,1,0,1,0,0,1986
niko-giesselmann,Niko Gießelmann,Hannover 96,Germany,26.09.1991,181.0,73.0,Left Midfielder,0.0,153,75,30,48,22,19,0,1,0,1,0,0,1991
nikolce-noveski,Nikolče Noveski,1. FSV Mainz 05,Germany,28.04.1979,190.0,87.0,Center Back,0.25,497,192,125,180,29,67,2,2,0,1,0,0,1979
nikos-karabelas,Nikos Karabelas,Levante UD,Spain,20.12.1984,180.0,72.0,Left Fullback,0.0,156,69,40,47,1,37,2,1,0,0,0,1,1984
nikos-papadopoulos,Nikos Papadopoulos,Fortuna Düsseldorf,Germany,11.04.1990,190.0,82.0,Goalkeeper,0.125,15,3,2,10,0,0,0,0,0,1,0,0,1990
nils-petersen,Nils Petersen,Werder Bremen,Germany,06.12.1988,188.0,80.0,Center Forward,0.25,223,85,52,86,80,16,0,0,0,1,0,0,1988
nino, Nino,CA Osasuna,Spain,10.06.1980,169.0,68.0,Center Forward,0.125,204,62,58,84,70,16,0,0,0,0,0,1,1980
noah-korczowski,Noah Korczowski,1. FC Nürnberg,Germany,08.01.1994,185.0,80.0,Center Back,0.125,95,56,15,24,3,15,0,0,0,1,0,0,1994
nolan-roux,Nolan Roux,Lille OSC,France,01.03.1988,182.0,78.0,Center Forward,0.25,169,75,52,42,47,26,1,0,0,0,1,0,1988
nono, Nono,Real Betis,Spain,30.03.1993,178.0,72.0,Center Midfielder,0.25,56,18,15,23,0,18,1,0,0,0,0,1,1993
nuri-sahin,Nuri Şahin,Liverpool FC,England,05.09.1988,179.0,65.0,Center Midfielder,0.0,316,176,65,75,38,26,1,0,1,0,0,0,1988
obafemi-martins,Obafemi Martins,Levante UD,Spain,28.10.1984,176.0,67.0,Center Forward,1.0,371,161,97,113,124,20,0,1,0,0,0,1,1984
odion-ighalo,Odion Ighalo,Granada CF,Spain,16.06.1989,188.0,70.0,Center Forward,0.75,127,42,23,62,27,17,1,0,0,0,0,1,1989
oemer-toprak,Ömer Toprak,Bayer Leverkusen,Germany,21.07.1989,186.0,83.0,Center Back,0.25,229,125,35,69,11,39,1,2,0,1,0,0,1989
oezkan-yildirim,Özkan Yildirim,Werder Bremen,Germany,10.04.1993,172.0,76.0,Attacking Midfielder,0.125,59,26,14,19,12,4,0,1,0,1,0,0,1993
oguchi-onyewu,Oguchi Onyewu,Málaga CF,Spain,13.05.1982,194.0,95.0,Center Back,0.5,330,176,73,81,26,54,5,3,0,0,0,1,1982
oier_2, Oier,CA Osasuna,Spain,25.05.1986,178.0,66.0,Right Fullback,0.25,120,44,28,48,2,27,0,0,0,0,0,1,1986
oka-nikolov,Oka Nikolov,Eintracht Frankfurt,Germany,25.05.1974,187.0,86.0,Goalkeeper,0.25,414,165,103,146,0,11,0,0,0,1,0,0,1974
oliver-baumann,Oliver Baumann,SC Freiburg,Germany,02.06.1990,187.0,80.0,Goalkeeper,0.25,214,91,51,72,0,1,0,0,0,1,0,0,1990
oliver-fink,Oliver Fink,Fortuna Düsseldorf,Germany,06.06.1982,187.0,80.0,Right Midfielder,0.125,328,132,91,105,24,60,2,1,0,1,0,0,1982
oliver-kirch,Oliver Kirch,Borussia Dortmund,Germany,21.08.1982,183.0,70.0,Right Midfielder,0.0,222,85,52,85,12,17,0,0,0,1,0,0,1982
oliver-sorg,Oliver Sorg,SC Freiburg,Germany,29.05.1990,175.0,77.0,Right Fullback,0.25,200,101,39,60,3,16,1,0,0,1,0,0,1990
olivier-occean,Olivier Occéan,Eintracht Frankfurt,Germany,23.10.1981,185.0,86.0,Center Forward,0.75,200,86,52,62,68,18,0,3,0,1,0,0,1981
olivier-sorlin,Olivier Sorlin,Évian Thonon Gaillard,France,09.04.1979,183.0,75.0,Left Midfielder,0.0,459,176,123,160,21,64,1,0,0,0,1,0,1979
omar-daf,Omar Daf,FC Sochaux,France,12.02.1977,177.0,70.0,Right Fullback,0.75,229,88,65,76,2,54,3,1,0,0,1,0,1977
omar-ramos, Omar Ramos,Real Valladolid,Spain,26.01.1988,175.0,65.0,Left Midfielder,0.125,152,39,41,72,2,20,1,0,0,0,0,1,1988
onyekachi-apam,Onyekachi Apam,Stade Rennes,France,30.12.1986,177.0,67.0,Center Back,1.0,142,53,45,44,1,38,3,1,0,0,1,0,1986
oriol-romeu, Oriol Romeu,Chelsea FC,England,24.09.1991,182.0,79.0,Defensive Midfielder,0.25,96,53,25,18,2,20,0,1,1,0,0,0,1991
oscar-serrano, Óscar Serrano,Levante UD,Spain,30.09.1981,180.0,75.0,Left Midfielder,0.125,251,84,76,91,17,64,3,3,0,0,0,1,1981
oscar-wendt,Oscar Wendt,Bor. Mönchengladbach,Germany,24.10.1985,181.0,82.0,Left Fullback,0.0,247,135,52,60,11,18,0,0,0,1,0,0,1985
oscar_4, Óscar,Real Valladolid,Spain,12.11.1982,180.0,71.0,Attacking Midfielder,0.375,403,155,113,135,71,39,0,1,0,0,0,1,1982
pablo-insua, Pablo Insúa,Deportivo La Coruña,Spain,09.09.1993,186.0,76.0,Center Back,0.0,42,19,12,11,3,11,0,0,0,0,0,1,1993
pablo-piatti,Pablo Piatti,Valencia CF,Spain,31.03.1989,163.0,63.0,Left Winger,0.0,266,110,72,84,48,31,1,0,0,0,0,1,1989
pablo-sarabia, Pablo Sarabia,Getafe CF,Spain,11.05.1992,174.0,70.0,Left Midfielder,0.25,91,34,22,35,8,13,1,0,0,0,0,1,1992
pablo-zabaleta,Pablo Zabaleta,Manchester City,England,16.01.1985,173.0,69.0,Right Fullback,0.25,436,219,103,114,18,100,4,2,1,0,0,0,1985
paco-alcacer, Paco Alcácer,Getafe CF,Spain,30.08.1993,174.0,71.0,Center Forward,0.375,77,34,22,21,24,7,0,0,0,0,0,1,1993
pallardo, Pallardó,Levante UD,Spain,05.06.1986,173.0,73.0,Defensive Midfielder,0.25,158,71,32,55,3,40,3,1,0,0,0,1,1986
palop, Palop,Sevilla FC,Spain,22.10.1973,184.0,83.0,Goalkeeper,0.375,387,192,80,115,1,39,0,2,0,0,0,1,1973
pantxi-sirieix,Pantxi Sirieix,Toulouse FC,France,07.10.1980,180.0,70.0,Defensive Midfielder,0.25,246,100,74,72,11,32,2,1,0,0,1,0,1980
pape-camara,Pape Camara,Valenciennes FC,France,24.09.1991,190.0,80.0,Defensive Midfielder,1.0,54,24,9,21,2,5,0,0,0,0,1,0,1991
pape-diakhate,Pape Diakhaté,Granada CF,Spain,21.06.1984,181.0,75.0,Center Back,1.0,251,105,65,81,5,57,6,1,0,0,0,1,1984
pape-mbow,Pape M'Bow,Olympique Marseille,France,22.05.1988,190.0,74.0,Center Back,1.0,42,17,8,17,1,8,0,1,0,0,1,0,1988
papiss-demba-cisse,Papiss Demba Cissé,Newcastle United,England,03.06.1985,183.0,73.0,Center Forward,1.0,230,81,49,100,97,25,0,1,1,0,0,0,1985
paredes_2, Paredes,Real Zaragoza,Spain,05.07.1982,175.0,77.0,Left Fullback,0.0,210,72,58,80,0,71,1,1,0,0,0,1,1982
parejo_2, Parejo,Valencia CF,Spain,16.04.1989,180.0,74.0,Defensive Midfielder,0.375,237,105,54,78,23,52,1,0,0,0,0,1,1989
patrice-evra,Patrice Evra,Manchester United,England,15.05.1981,175.0,76.0,Left Fullback,0.75,582,352,119,111,12,88,2,2,1,0,0,0,1981
patrick-drewes,Patrick Drewes,VfL Wolfsburg,Germany,04.02.1993,193.0,87.0,Goalkeeper,0.0,70,45,14,11,0,0,0,0,0,1,0,0,1993
patrick-ebert,Patrick Ebert,Real Valladolid,Spain,17.03.1987,172.0,68.0,Left Midfielder,0.0,247,91,62,94,30,54,2,0,0,0,0,1,1987
patrick-helmes,Patrick Helmes,VfL Wolfsburg,Germany,01.03.1984,182.0,81.0,Center Forward,0.0,282,127,69,86,140,21,0,1,0,1,0,0,1984
patrick-herrmann_2,Patrick Herrmann,Bor. Mönchengladbach,Germany,12.02.1991,179.0,69.0,Left Midfielder,0.125,206,94,46,66,41,22,0,0,0,1,0,0,1991
patrick-ochs,Patrick Ochs,1899 Hoffenheim,Germany,14.05.1984,179.0,71.0,Right Fullback,0.25,304,109,81,114,9,77,1,2,0,1,0,0,1984
patrick-owomoyela,Patrick Owomoyela,Borussia Dortmund,Germany,05.11.1979,187.0,87.0,Right Fullback,0.5,315,155,68,92,19,24,1,0,0,1,0,0,1979
patrick-rakovsky,Patrick Rakovsky,1. FC Nürnberg,Germany,02.06.1993,187.0,85.0,Goalkeeper,0.125,67,34,18,15,0,2,0,0,0,1,0,0,1993
patrick-weihrauch,Patrick Weihrauch,Bayern München,Germany,03.03.1994,181.0,73.0,Center Forward,0.0,96,56,19,21,22,8,0,1,0,1,0,0,1994
paul-scharner,Paul Scharner,Hamburger SV,Germany,11.03.1980,191.0,81.0,Center Back,0.25,404,133,95,176,31,89,5,1,0,1,0,0,1980
paul-scholes,Paul Scholes,Manchester United,England,16.11.1974,170.0,72.0,Center Midfielder,0.0,736,449,156,131,150,146,6,3,1,0,0,0,1974
paul-verhaegh,Paul Verhaegh,FC Augsburg,Germany,01.09.1983,178.0,72.0,Right Fullback,0.0,298,102,72,124,12,49,0,1,0,1,0,0,1983
paulao, Paulão,Real Betis,Spain,06.08.1982,188.0,86.0,Center Back,0.75,198,63,54,81,13,30,3,1,0,0,0,1,1982
paulo-ferreira, Paulo Ferreira,Chelsea FC,England,18.01.1979,182.0,76.0,Right Fullback,0.5,300,195,53,52,2,22,0,0,1,0,0,0,1979
pavel-krmas,Pavel Krmas,SC Freiburg,Germany,03.03.1980,193.0,86.0,Center Back,0.25,162,66,42,54,9,25,1,1,0,1,0,0,1980
pavel-pogrebnyak,Pavel Pogrebnyak,Reading FC,England,08.11.1983,185.0,76.0,Center Forward,0.0,294,129,68,97,95,44,3,1,1,0,0,0,1983
pedro-leon, Pedro León,Getafe CF,Spain,24.11.1986,183.0,72.0,Right Midfielder,0.25,198,71,40,87,30,35,1,1,0,0,0,1,1986
